序号,粤语,普通话,新拟粤语（广州音）拼音,场景,来源
7798,个心十五十六,习语。心里七上八下；忐忑不安：唉，我～噉［唉，我心里七上八下的］。,go5sam1 sab9m4 sab9lug9,习语,现代粤语词典
7799,好头不如好尾,习语。做事要有始有终：～，你就做埋后面呢啲嘢啦［做事要有始有终，你就把后面的事也做完吧］。,hou3tau2bad7yu2hou3mei4,习语,现代粤语词典
7800,画公仔画出肠,习语。画小人儿把肠子也画出来，意指把忌讳的或不该说的说了出来：都～啦，大家仲唔知系边个咩［都说得很直白了，大家还不知道是谁吗］？,waag9 gung1zai3 waag9 coed7 coeng3,习语,现代粤语词典
7801,鸡屙尿，少见,习语。同“鸡屙尿”。,gai1 o1niu6，siu3gin5,习语,现代粤语词典
7802,今时唔同往日,习语。今非昔比：你仲讲啲嘢，～咯［你还讲那些事，今非昔比喽］。,gam1si2 m2tung2 wong4 yad9,习语,现代粤语词典
7803,经一事长一智,习语。吃一堑、长一智：～，今次算买个教训啦［吃一堑长一智，这回算是买个教训吧］。,ging1 yad7si6 zoeng3 yad7zi5,习语,现代粤语词典
7804,精过冇尾马骝,习语。比没有尾巴的猴子还精，形容十分精明自私：佢真系～［他这人太精啦，处处为自己打算］。,zeng1gwo5 mou4mei4 maa4lau1,习语,现代粤语词典
7805,久一…久二…,习语。断断续续做事：久一睇啲久二睇啲，实睇得完嘅［今天看点，明天看点，肯定能看完的］｜久一学下久二学下，边学得识［今天学点，明天学点，哪能学会］？,gau3yad7…gau3yi6…,习语,现代粤语词典
7806,烂泥扶唔上壁,习语。烂泥巴扶不上墙。比喻素质差、帮也没用：佢～，点帮佢都冇用［他朽木不可雕，怎么帮他也没用］。又说“烂泥唔扶得上壁”。,laan6nai2 fu2 m2soeng4 beg8,习语,现代粤语词典
7807,狼过华秀只狗,习语。❶比喻凶狠之极：佢～，我就唔敢惹佢喇［他凶狠得要命，我才不敢招惹他］。➋比喻要求太过分：我好惊同佢做生意，次次报价都～［我不太想跟他做生意，每次报价都狠着呢］。,long2gwo5 Waa2sau5 zeg8 gau3,习语,现代粤语词典
7808,老虎蟹都唔怕,习语。同“老虎蟹都假”。,lou4fu3haai4 dou1 m2paa5,习语,现代粤语词典
7809,老人变细蚊仔,习语。老顽童；老小人：人越大，反而～［人越长大反而越像小孩］。又说“老人成嫩仔”。,lou4yan2 bin5 sai5man1zai3,习语,现代粤语词典
7810,龙床不如狗窦,习语。金窝银窝不如自己的狗窝：就算系五星级宾馆，都系～，我琴晚成晚都得唔舒服［即使是五星级宾馆，我还是不舒服，昨晚整晚都没睡好］。,lung2cong2 bad7yu2 gau3dau5,习语,现代粤语词典
7811,络住屎窟吊颈,习语。兜着屁股上吊。比喻非常安全：放心啦，今次真系～，绝对冇问题嘅［放心吧，这次很安全，绝对不会出问题的］。,log8zyu6 si3fad7 diu5 geng3,习语,现代粤语词典
7812,冇眼屎干净盲,习语。眼不见不净。,mou3 mgan4si3 gan1 zeng6 maang2,习语,现代粤语词典
7813,拧甩头当凳坐,习语。大不了是死。形容决心大、意志坚决：无论点都要做落去，最多咪～［不管怎样也要干下去，大不了就是一死］︱如果系假嘅，我～［如果是假的，我把脑袋给你］！,ning6lad7 tau2 dong5 dang5 co4,习语,现代粤语词典
7814,前世捞乱骨头,习语。迷信者认为，两人的骸骨混在一起，来生会成死对头：佢哋两个梗系～嘞，成日碰埋就嗌交［他俩准是上辈子造的孽，整天一碰面就吵］。,cin2sai5 lou1lyun6 gwad7 tau2,习语,现代粤语词典
7815,人多煠狗唔腍,习语。人多了连狗肉都煮不熟，比喻意见多、一事无成。,yan2do1 saab9gau3 m2 nam2,习语,现代粤语词典
7816,人多偷牛无罪,习语。大家一起偷牛，无法让一人顶罪；法不责众：唔好以为～，全部锁晒翻去派出所［别以为法不责众，全部铐起来拉到派出所去］。,yan2do1 tau1ngau2 mou2 zoey6,习语,现代粤语词典
7817,人情大过证明,习语。凭关系办事比按流程办事更容易。, yan2cing2 daai6gwo5 zing5ming2,习语,现代粤语词典
7818,人有三衰六旺,习语。人生有盛有衰，要泰然处之：～，呢关挨过咗就得喇［运气总会时好时坏，这次熬过去就好了］。,yan2 yau4 saam1soey1 lug9wong6,习语,现代粤语词典
7819,三步擸埋两步,习语。三步并作两步走，行走迅速：佢～噉行［他走得很快］。,saam1bou6 laab8maai2 loeng4bou6,习语,现代粤语词典
7820,上刀山落油镬,习语。上刀山下火海，表示极大困难。,soeng4 dou1saan1 log9 yau2wog9,习语,现代粤语词典
7821,上山捉蟹，难,习语。比喻事情难办到：想等楼价降？真系～［想等房价下降？难］！,"soeng4saan1 zug7haai4,naan2",习语,现代粤语词典
7822,神台桔，阴干,习语。敬神的桔子放久就干了，比喻身体或经营状况每况愈下：间工厂年年都蚀本，变咗～咯［那家工厂年年亏本，快不行了］。,san2toi2 gad7，yam1gon1,习语,现代粤语词典
7823,神主牌都会喐,习语。意指走大运：噉都畀你估中咗，～吖［这都给你蒙对了，祖宗的牌位都动起来了］。,san2zyu3paai3 dou1wui4 yug7,习语,现代粤语词典
7824,十个女九个贼,习语。女儿多半向着丈夫和婆家，把娘家的东西往婆家拿。,sab9go5 noey3 gau3go5 caag9,习语,现代粤语词典
7825,十字未有一画,习语。十字有两个笔画，一画还没写。比喻事情没头绪：明年放大假去唔去韩国，～吖［明年放长假去不去韩国，还言之尚早呢］。,sab9zi6 mei6yau4 yad7 waag9,习语,现代粤语词典
7826,食多啲大头菜,习语。民间认为吃咸大头菜会多做梦，意指不切实际的幻想：日日谂住中彩票，～啦［天天想着中彩票，多吃点大头菜吧］。,sig9 do1di1 daai6tau2 coi5,习语,现代粤语词典
7827,食龙肉都冇味,习语。吃龙肉也没有味，意指没有食欲。,sig9 lung2yug9 dou1 mou4mei6,习语,现代粤语词典
7828,食碗面反碗底,习语。吃完饭便把碗反过来，意指忘恩负义、恩将仇报：做人唔可以～［做人不能恩将仇报］。,sig9 wun3min3 faan3 wun3dai3,习语,现代粤语词典
7829,使铜银夹大声,习语。无理取闹；无理还争三分：明明系佢刮花人哋架车，仲咁恶死，～［明明是他刮别人的车，还要无理取闹］。,sai3 tung2ngan2 gaab8 daai6seng1,习语,现代粤语词典
7830,誓愿当食生菜,习语。发誓像吃青菜那么容易，意指轻易发誓却不履行誓言：你信佢啊？佢～［你信他？他发誓就像吃生菜那么容易］。,sai6yun6 dong5 sig9 saang1coi5,习语,现代粤语词典
7831,手板眼见功夫,习语。容易上手的事情：～嘅嘢都唔肯做，又点做得到大事［简单的事都不愿做，怎能做得了大事］？又说“眼见功夫”（848页）。,sau3baan3ngaan4gin5 gung1fu1,习语,现代粤语词典
7832,四月八，翻挖,习语。到农历四月初八，还有冷空气南下而突然变冷，人们把收好的寒衣翻出来。,sei5yud9baad8，faan1 waad8,习语,现代粤语词典
7833,天无绝人之路,习语。比喻只要千方百计想办法就总会有出路的：～，船到桥头自然直！,tin1 mou2 zyud9yan2 zi1 lou6,习语,现代粤语词典
7834,桐油罐装桐油,习语。意指人的兴趣、技能一旦习惯了就不易改变，也指本性难移。,tung2yau2gwun5 zong1 tung2yau2,习语,现代粤语词典
7835,偷食都唔抹嘴,习语。偷吃东西却不会把嘴巴擦干净，意指干了错事坏事却又留下痕迹：佢话自己病咗，点知发个朋友圈话去咗玩，真系～［他说病了，谁知道发了朋友圈说在外面玩，真是偷吃也不会抹嘴巴］。又说“偷食唔会挢嘴”。,tau1sig9 dou1 m2 maad8zoey3,习语,现代粤语词典
7836,偷食唔会挢嘴,习语。同“偷食都唔抹嘴”。,tau1sig9 m2wui4 giu3 zoey3,习语,现代粤语词典
7837,万变不离其宗,习语。形式多变而实质内容不变。,maan6bin5 bad7lei2 kei2zung1,习语,现代粤语词典
7838,唔发火当病猫,习语。不生气便被当作病猫，意指认为自己软弱可欺。,m2 faad8fo3 dong5beng6 maau1,习语,现代粤语词典
7839,唔知丑字点写,习语。不知羞耻。,m2zi1 cau3zi6 dim3se3,习语,现代粤语词典
7840,唔知死字点写,习语。玩命，不知危险为何物：饮咗酒你仲开车，真系～［你喝了酒还驾车，真是胆大妄为］。,m2zi1 sei3zi6 dim3se3,习语,现代粤语词典
7841,戏棚竹，死顶,习语。比喻遇到什么困难都要死撑着。,"hei5paang2zug7,sei3 ding3",习语,现代粤语词典
7842,相请不如偶遇,习语。请客相聚，不如客人突然来到，给大家一个惊喜。,soeng1cing3 bad7yu2 ngau4yu6,习语,现代粤语词典
7843,想唔…都几难,习语。❶非…不可，非…不行：呢次我想唔同意都几难吖［这次我非同意不可了］。➋很可能实现：生意咁好，想唔发达都几难［生意这么好，一定要发达了］。,soeng3m2…dou1 gei3 naan2,习语,现代粤语词典
7844,眼唔见为伶俐,习语。同“眼唔见为净”。,ngaan4 m2gin5 wai2 ling2lei6,习语,现代粤语词典
7845,一个仙都唔值,习语。同“斗令都唔值”（165页）。,yad7go5 sin1 dou1 m2 zig9,习语,现代粤语词典
7846,一个蚬一个肉,习语。意指一个萝卜一个坑，各人有各人的工作，每样东西有它的用处。,yad7go5 hin3 yad7go5 yug9,习语,现代粤语词典
7847,一鸡死一鸡鸣,习语。意指事物不断变化、生生不息：啲档口执咗一间又开一间，真系～［店铺倒闭一家又开一家，真是生生不息］。,yad7gai1 sei3 yad7gai1 ming2,习语,现代粤语词典
7848,一理通百理明,习语。一通百通、触类旁通：所有嘢都系～啫［所有事情都是一通百通］。,yad7lei4 tung1 baag8 lei4 ming2,习语,现代粤语词典
7849,有抄家冇封诰,习语。比喻只有责罚，没有奖赏：你～，边个服你吖［你有罚无赏，谁服你］？,yau4 caau1gaa1 mou4 fung1gou5,习语,现代粤语词典
7850,有咁好得咁好,习语。说多好就有多好：我哋啲产品质量～［我们的产品质量说多好有多好］。,yau4 gam5hou3 dag7 gam5hou3,习语,现代粤语词典
7851,有咁啱得咁巧,习语。说那么巧就有那么巧，无独有偶：～又会度撞到你嘅［那么巧，在这里碰到你］。,yau4 gam5ngaam1 dag7 gam5kiu3,习语,现代粤语词典
7852,有乜冬瓜豆腐,习语。有个三长两短：～就唯你是问［有个三长两短就拿你是问］。,yau4mad7 dung1gwaa1 dau6fu6,习语,现代粤语词典
7854,有贼心冇贼胆,习语。有干坏事的想法但没胆量去做。,yau4 caag9sam1 mou4  caag9daam3,习语,现代粤语词典
7855,有姿势冇实际,习语。只摆摆样子而无实际内容或行动：佢两下猫功夫，～，呃唔到我［他那几下花拳绣腿骗不到我］。,yau4 zi1sai5 mou4sad9zai5,习语,现代粤语词典
7856,斩脚趾避沙虫,习语。斩掉脚趾来消灭脚癣，比喻因小失大的愚蠢行为：一刀切禁电动车就系～［一刀切禁止电动车就是砍脚趾来治脚癣］。,zaam3 goeg8zi3 bei6 saa1cung2,习语,现代粤语词典
7857,朝种树晚板,习语。早上种树，晚上就有木板可锯。比喻很快就有收获：边度有～咁好嘅事吖［哪会有马上就有收获的好事］。,ziu1 zung5syu6 maan4 gaai5baan3,习语,现代粤语词典
7858,指冬瓜话葫芦,习语。胡说一通：你识至好，咪～吖［你懂才好，别乱指乱点］。,zi3 dung1gwaa1 waa6 wu2lou3,习语,现代粤语词典
7859,周身刀冇张利,习语。全身是刀却没有一把是锋利的，比喻泛而不专：佢系就系乜都识，之不过～呢［他是什么都懂，可惜没一样精通］。,zau1san1 dou1 mou4 zoeng1 lei6,习语,现代粤语词典
7860,撞板多过食饭,习语。碰钉子比吃饭的次数多，意指失败的几率比成功要高。,zong6baan3 do1gwo5 sig9faan6,习语,现代粤语词典
7861,拆穿西洋镜,习语。看穿骗子的真实面目；戳穿骗局。,caag8cyun1 sai1yoeng2geng5 ,习语,现代粤语词典
7862,三九唔识七,习语。互相不怎么认识。又说“三唔识七”。,saam1gau3 m2sig7 cad7,习语,现代粤语词典
7863,食人唔骨,习语。吃人不吐骨头，形容盘剥得很厉害或杀人不眨眼。,sig9yan2 m2 loe1gwad7,习语,现代粤语词典
7865,白糖炒苦瓜,习语。甜的白糖和苦瓜放在一起炒，味道又甜又苦。比喻同甘共苦：两兄弟就应该似～噉［两兄弟就应该同甘共苦］。,baag9tong2 caau3 fu3gwaa1,习语,现代粤语词典
7866,百足咁多爪,习语。像蜈蚣那么多腿，比喻爱走动、到处乱走，让人难以找到：佢～，好难揾到佢吖［他像蜈蚣那么多腿，很难找到他］！,baag8zug7 gam5 do1zaau3,习语,现代粤语词典
7867,拜神唔见鸡,习语。❶丢了祭品鸡，一个劲地埋怨。比喻心里有意见只能嘴里嘟囔：你有乜意见吖，成日～噉［你有什么意见啊，整天嘟嘟囔囔的］。➋失魂落魄：佢整坏咗老细部车，成日～噉［他弄坏了老板的车，整天丢了魂一样］。,baai5san2 m2gin5 gai1,习语,现代粤语词典
7868,扮猪食老虎,习语。装扮成猪的样子来诱捕老虎。比喻假装憨厚来迷惑人以谋取利益：佢最中意～喇，你唔好畀佢呃咗［他最喜欢装糊涂了，你别被他骗了］。,baan6zyu1 sig9 lou4fu3,习语,现代粤语词典
7869,帮理唔帮亲,习语。只帮助有理的一方，哪怕亲人也不偏袒：我呢个人～［我这个人帮理不帮亲］。,bong1lei4 m2 bong1can1,习语,现代粤语词典
7870,饱死荷兰豆,习语。口头禅，下句常说“饿死芹菜头”，表示对某种举止行为厌恶：睇佢个样好似鬼噉，真系～［瞧他那鬼样子，这德性］！,baau3sei3 ho2laan1dau3,习语,现代粤语词典
7871,本地姜唔辣,习语。比喻本地的不如外地的或国外的好；外来和尚会念经：佢哋嫌～，中意买啲外国嘢［他们嫌本地的东西不好，喜欢买外国货］。,bun3dei6goeng1 m2laad9,习语,现代粤语词典
7872,膊头高过耳,习语。身体两肩高耸、消瘦，一般用来形容吸毒者的体态：呢个人一睇就知道系食白粉嘅喇，～［这人一看就知道是吸毒的，又瘦又耸肩］。,bog8tau2 gou1gwo5 yi4,习语,现代粤语词典
7873,擘大狮子口,习语。指钱财上提出过分要求：你一嚟就～，好难满足你［你一下就开高价，很难满足你］。,maag8daai6 si1zi3hau3,习语,现代粤语词典
7874,补漏趁天晴,习语。比喻未雨绸缪：要度掂个解决方案，～喇［要先想好解决方案，未雨绸缪］。,bou3lau6 can5 tin1cing2,习语,现代粤语词典
7875,不知者不罪,习语。事先不知道而有所冒犯，不应该怪罪：冇事，唔怪你，～嘛［没事，不怪你，不知者不罪嘛］。,bad7zi1ze3 bad7zoey6,习语,现代粤语词典
7876,炒老细鱿鱼,习语。主动辞职：依家啲打工仔喐啲就～［现在的员工动不动就辞职］。,caau3 lou4sai5 yau2yu3,习语,现代粤语词典
7877,沉香当柴烧,习语。把贵重的沉香当作木柴烧，比喻不懂价值；浪费：呢个好嘢嚟，真系～［这可是好东西，真是不识货］。,cam2hoeng1 dong5caai2 siu1,习语,现代粤语词典
